"path","bytes","sha256"
".github/workflows/ci.yml","2823","229827257135e83ee062c51b21e5fe0ae28df5152b5f759d3fe0284e6738a53e"
".gitignore","1545","c13c6bb91129010d47f449f88c87fc8c55705e394df1e09b334789f8dc7351e1"
"analysis_v2/04_c5_controls/blind_quality_audit/blind_quality_audit_plan.md","2490","354c4365a533832e738a12e3aec9ef3558f6508f7a2523699c7c4aa898c663ba"
"analysis_v2/04_c5_controls/blind_quality_audit/blind_quality_audit_plan_v2.md","2474","f0203e97dda6af8973c18bb63c644aa30b45aeecf02d8e00feaf06d9124436d8"
"analysis_v2/04_c5_controls/blind_quality_audit/evidence_card_v1/README.md","1457","6fdff3040ac9b47858508496e18301076f7ecc7c0c36c64730e7fa913c75ccf8"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_auc_trajectory.pdf","34506","5063d6e4e446b00ddc1af9e234cb6512b0fcb58a3c661895cd0bbe1ddbc52740"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_auc_trajectory.png","137014","88c0aaa782c26cf0c678d8f7d6b640082fe2c07f3a2fef1c22ae03323d45fad7"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_auc_trajectory.svg","31665","93fc6b436ab29493addf04564aabeac6fd21d470fdac27bc590c23cc46c826ae"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_delta_forest.pdf","35162","75b14271d8a7af0184d3432f04c756daf9a962046b88cad4073c69e87b395e2f"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_delta_forest.png","188534","5b339573ac5f6454e117aab05e08837c3b67633c3f6c6fc7564350058d03dffa"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_delta_forest.svg","27960","e8599c9b36b3bc5fa621eef4ce3c87a3780a49852310776f9d572b52094fae60"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_main_results.csv","9121","545a6ebecc116ff9c27fffa9720707f2605c9ef90bde559eb84472ce9f42bdca"
"analysis_v2/06_tables_figures/embedding_incremental/embedding_incremental_main_results.md","5128","ff570f82cc42cb802bf3b7fbccfb56a7a6a165240081fa1be0e84dd8408ba6ed"
"analysis_v2/06_tables_figures/embedding_incremental/run_manifest.json","1238","2c7f4274fb8d77b9686fafb5088002ae7e96906bef50e56fd7371a1ae29369c9"
"analysis_v2/06_tables_figures/figure_contract.md","2075","065e8b1032a187bb4fa6db7861848e6297e531b02af6ef3c83d9477f7ae28227"
"analysis_v2/06_tables_figures/figure_qa_notes.md","1468","9f5f338a3c064125a6e6ec63f1eb0f56af4e22126a206cbc1f32bf2c5053d86a"
"analysis_v2/06_tables_figures/FINAL_AUDIT_REPORT.md","4381","1f8de8a10fe3f0c28421778ee4a7a0a432ecc19ba75799e84ffa738aee170f81"
"analysis_v2/06_tables_figures/main_text/figure_1_legend.md","591","ab8a719043ee85441e6375d3eff50ffac128a340febcd54314a4cfd81fa81848"
"analysis_v2/06_tables_figures/main_text/figure_1_representation_grid.pdf","43185","8d38365c5a243b39e12469fd64ccc95b2a238b0ab2cfe09dae62b63e139ab2fd"
"analysis_v2/06_tables_figures/main_text/figure_1_representation_grid.png","138026","1824baab04b7f5620389e2df379855843459db73791f7a4953c02760e3ab336a"
"analysis_v2/06_tables_figures/main_text/figure_1_representation_grid.svg","36300","73dd0941dcfeca8ac10a64c06119f8814e303e4494a3e4b8f445cf7d28b54c3a"
"analysis_v2/06_tables_figures/main_text/figure_1_source_data.csv","9821","77869f17153fc940bf9db64730d9292c745c605291be1d898191145671027968"
"analysis_v2/06_tables_figures/main_text/figure_2_legend.md","560","e832e9dbe5df2c6af4de09a795c1e59493a915642c81ccb8fc6ae80bf07375a9"
"analysis_v2/06_tables_figures/main_text/figure_2_source_data_metrics.csv","3616","1c5a7da64c9d6d03df444f040079304833c79d93617c13ccd9560ad9dc9e3e39"
"analysis_v2/06_tables_figures/main_text/figure_2_source_data_thresholds.csv","191944","5e3d4945ce89c99958e44e917b51c402351f4995a61f31202bb6947a0d26219a"
"analysis_v2/06_tables_figures/main_text/figure_2_threshold_calibration.pdf","44854","1ce6034926e20f8ae10a277ebd726dd64cb5fe6e0a4d704d54a04184ad6f05ce"
"analysis_v2/06_tables_figures/main_text/figure_2_threshold_calibration.png","100688","a973d6ae750687631736f54853ff4e8a51a6d8dc6690b8409c9d38a1f85f5e31"
"analysis_v2/06_tables_figures/main_text/figure_2_threshold_calibration.svg","52376","3f52a63380549b7b65d65ad9aea6cc6bf1cb659486387b6f999e17a14833cf05"
"analysis_v2/06_tables_figures/main_text/manuscript_restructured_zh.md","2131","d3b980266858ceb1d73a6010111e1f99c8cba294ab66ff34f3c0fda48e6a6e30"
"analysis_v2/06_tables_figures/main_text/table_1_tfidf_primary.csv","1721","d7ca62f83ef9bfd49e7ff115d3a7747f4d40448e8bb745beb7b8663ab673ab8f"
"analysis_v2/06_tables_figures/main_text/table_1_tfidf_primary.md","1170","ce916b127035c1034f8c53d960bfc29d5eeb54dea4eb6cb7729b01d6314ce369"
"analysis_v2/06_tables_figures/main_text/table_2_representation_robustness.csv","3647","d3c21e64c94aab1d1717b600afda8ae5a3a28949930a233485f47401a2f84f89"
"analysis_v2/06_tables_figures/main_text/table_2_representation_robustness.md","2213","7851bcd158b66e2f8be12537452efe82da26c697bc573222a432968e92191c9a"
"analysis_v2/06_tables_figures/main_text/table_3_primary_significant_paired_tests.csv","1186","47f678a2ae7caad984ffa72553bdfa2915cb89eaf3c977c38a8a9ecf407974fe"
"analysis_v2/06_tables_figures/main_text/table_3_primary_significant_paired_tests.md","1210","2be3948bf301479483745285351bc4b973ceaaee84b2d57bec3871ef05d06e9d"
"analysis_v2/06_tables_figures/main_text/table_4_representation_significant_paired_tests.csv","1593","2f2a660fc2d4500ff16a5dcda0a3ff52fe0540ab38b1b85760705bafd60cb138"
"analysis_v2/06_tables_figures/main_text/table_4_representation_significant_paired_tests.md","1672","35b684e2256a07d404d25d6d903f08d8de500ca03a8593ea29a71561c7f15d1c"
"analysis_v2/06_tables_figures/manuscript_five_sections_zh.md","16638","d421eeebba834301215d3a7ef9e712514460ca1af539d3c0eab28517544f1059"
"analysis_v2/06_tables_figures/manuscript_review_and_revision_log.md","11937","8e3c91de4ba64c07b436458e7e50cf5aa44415e79bb64d5546b549dc25f4d110"
"analysis_v2/06_tables_figures/manuscript_submission_zh.md","26786","91f808076fee4daf00e90cabf1de5d72e8ef4438c3b13c8e639b04a99e7c762a"
"analysis_v2/06_tables_figures/REPRODUCIBILITY.md","3640","7c93c426617192002ee1ff3383dd22118bb7a4b24e2938ededcc5ee2024f5360"
"analysis_v2/06_tables_figures/run_manifest.json","620","60fad15aac159e8e50f39c4e757a9534a1a9e452ad9dfdc16afba7319bd5b2b8"
"analysis_v2/06_tables_figures/supplement/figure_s1_c5_controls.pdf","42281","b43d34ce7577208bd35a843c7b008a020a402e8f174305401f355a394e361250"
"analysis_v2/06_tables_figures/supplement/figure_s1_c5_controls.png","50301","1a91a12843d9586b8f8303e0782c6cd99cc682c9108418202649a5e156c71dad"
"analysis_v2/06_tables_figures/supplement/figure_s1_c5_controls.svg","31755","aa21e03d70c5c849c1a24d2cee2f6ccd1a027aaf7d92c9d4476d1ca483fe6e31"
"analysis_v2/06_tables_figures/supplement/figure_s1_legend.md","501","be06a8c0a8a8d162080b0eb8eca35dc143739283b14232db4eecac0adcb3c12c"
"analysis_v2/06_tables_figures/supplement/figure_s1_source_data_metrics.csv","2174","d4368b0a0250918658f588cb72d875dadf01236fc9a97e0af96d9952fabd16be"
"analysis_v2/06_tables_figures/supplement/figure_s1_source_data_random_distribution.csv","511","6d389b66d9e23b984a0c139f67a1bba5f8e4e4e2c6fdd05baf76dd675bb73de2"
"analysis_v2/06_tables_figures/supplement/figure_s2_c4_controls.pdf","37059","28a2b1711a124ad91d8751c23212297410fff2f78b46b9c940ce602a066c3394"
"analysis_v2/06_tables_figures/supplement/figure_s2_c4_controls.png","35956","522cf048af20a4b676e80bc6e340013bf69f510755d2c597e124e791e152fc77"
"analysis_v2/06_tables_figures/supplement/figure_s2_c4_controls.svg","16566","bde287fa32495ef4a6ab2fc778d7058f945d64f6db530cff88b9b2ac22f6b7c4"
