condition,repeat,fold,rule,threshold,n_outer_train,n_outer_test,inner_seed,model_seed,inner_oof_mean,inner_oof_sd,train_ids_sha256,test_ids_sha256
full_transcript,1,1,max_macro_f1,0.4715962822331014,113,29,20261725,20260625,0.4608876265909242,0.0412442456161114,e730d1138a995a210216a7f9c12d1405ed6f24fdbade2e3907cb6cabae0e04c1,9bd60b452a99fd3fe74334703b28b6103849534c5da6eecb548faa5f0fcbe342
full_transcript,1,1,max_youden_j,0.4485836867772335,113,29,20261725,20260625,0.4608876265909242,0.0412442456161114,e730d1138a995a210216a7f9c12d1405ed6f24fdbade2e3907cb6cabae0e04c1,9bd60b452a99fd3fe74334703b28b6103849534c5da6eecb548faa5f0fcbe342
full_transcript,1,1,sensitivity_at_spec80,0.4885825014409522,113,29,20261725,20260625,0.4608876265909242,0.0412442456161114,e730d1138a995a210216a7f9c12d1405ed6f24fdbade2e3907cb6cabae0e04c1,9bd60b452a99fd3fe74334703b28b6103849534c5da6eecb548faa5f0fcbe342
full_transcript,1,2,max_macro_f1,0.5009237836994993,113,29,20261726,20260625,0.4608869091670307,0.0473380551834195,915c6e8ad24faf499277f1d94c24da85f7a75dcc1bc619fcc79e03708fae1185,bedf43dd0f7573adea1654fa2c4d66a65f9e7f2031012d1ce4c250f8278ff66a
full_transcript,1,2,max_youden_j,0.4377427950530396,113,29,20261726,20260625,0.4608869091670307,0.0473380551834195,915c6e8ad24faf499277f1d94c24da85f7a75dcc1bc619fcc79e03708fae1185,bedf43dd0f7573adea1654fa2c4d66a65f9e7f2031012d1ce4c250f8278ff66a
full_transcript,1,2,sensitivity_at_spec80,0.5009237836994993,113,29,20261726,20260625,0.4608869091670307,0.0473380551834195,915c6e8ad24faf499277f1d94c24da85f7a75dcc1bc619fcc79e03708fae1185,bedf43dd0f7573adea1654fa2c4d66a65f9e7f2031012d1ce4c250f8278ff66a
full_transcript,1,3,max_macro_f1,0.4677615322550662,114,28,20261727,20260625,0.4630117102957828,0.0400412956854098,40b11b1f2b69a58a40ae07cd201d72fd8e439c6f413eaec59ff4ebf9bb08182e,8c20b147f3f5fff0bbf7e8418b6b76ddaeff21201831dda7e2fd9e3606e39d22
full_transcript,1,3,max_youden_j,0.4541988112217312,114,28,20261727,20260625,0.4630117102957828,0.0400412956854098,40b11b1f2b69a58a40ae07cd201d72fd8e439c6f413eaec59ff4ebf9bb08182e,8c20b147f3f5fff0bbf7e8418b6b76ddaeff21201831dda7e2fd9e3606e39d22
full_transcript,1,3,sensitivity_at_spec80,0.4915641740300573,114,28,20261727,20260625,0.4630117102957828,0.0400412956854098,40b11b1f2b69a58a40ae07cd201d72fd8e439c6f413eaec59ff4ebf9bb08182e,8c20b147f3f5fff0bbf7e8418b6b76ddaeff21201831dda7e2fd9e3606e39d22
full_transcript,1,4,max_macro_f1,0.4851335810511376,114,28,20261728,20260625,0.4595329119446325,0.0477234829496996,661aecd0428a842ecabaa96046e595de0bea3503f47a77e56c1b6faabd8f50ec,20f3f098ee7a0655ecaf9d880b4c2181ce0aecce0329183790c4ba2d065ee744
full_transcript,1,4,max_youden_j,0.4851335810511376,114,28,20261728,20260625,0.4595329119446325,0.0477234829496996,661aecd0428a842ecabaa96046e595de0bea3503f47a77e56c1b6faabd8f50ec,20f3f098ee7a0655ecaf9d880b4c2181ce0aecce0329183790c4ba2d065ee744
full_transcript,1,4,sensitivity_at_spec80,0.4851335810511376,114,28,20261728,20260625,0.4595329119446325,0.0477234829496996,661aecd0428a842ecabaa96046e595de0bea3503f47a77e56c1b6faabd8f50ec,20f3f098ee7a0655ecaf9d880b4c2181ce0aecce0329183790c4ba2d065ee744
full_transcript,1,5,max_macro_f1,0.4589821285997546,114,28,20261729,20260625,0.4604828386580163,0.0445980447931885,a4bf959d120841b8c2c73bac3c5ff2e4eb6b5d77f5e322654a438bec05c2c92e,981d18d88e3ee43ec34f182c66366e389688cd978cfc412aef8239e5872f5573
full_transcript,1,5,max_youden_j,0.4589821285997546,114,28,20261729,20260625,0.4604828386580163,0.0445980447931885,a4bf959d120841b8c2c73bac3c5ff2e4eb6b5d77f5e322654a438bec05c2c92e,981d18d88e3ee43ec34f182c66366e389688cd978cfc412aef8239e5872f5573
full_transcript,1,5,sensitivity_at_spec80,0.4946828250117603,114,28,20261729,20260625,0.4604828386580163,0.0445980447931885,a4bf959d120841b8c2c73bac3c5ff2e4eb6b5d77f5e322654a438bec05c2c92e,981d18d88e3ee43ec34f182c66366e389688cd978cfc412aef8239e5872f5573
full_transcript,2,1,max_macro_f1,0.503730854006624,113,29,20261825,20260626,0.458509244417595,0.046646709070085,2c12dff8a9fa58dd8cc77e84cde3d4ee9c50e7a3ee4807abcb00afa8648af4ef,57347e2b732a1402c8df2bf331609fcd08e72adc97c6b7b9a84d3602650054ed
full_transcript,2,1,max_youden_j,0.503730854006624,113,29,20261825,20260626,0.458509244417595,0.046646709070085,2c12dff8a9fa58dd8cc77e84cde3d4ee9c50e7a3ee4807abcb00afa8648af4ef,57347e2b732a1402c8df2bf331609fcd08e72adc97c6b7b9a84d3602650054ed
full_transcript,2,1,sensitivity_at_spec80,0.4949089317708189,113,29,20261825,20260626,0.458509244417595,0.046646709070085,2c12dff8a9fa58dd8cc77e84cde3d4ee9c50e7a3ee4807abcb00afa8648af4ef,57347e2b732a1402c8df2bf331609fcd08e72adc97c6b7b9a84d3602650054ed
full_transcript,2,2,max_macro_f1,0.4712067436172229,113,29,20261826,20260626,0.4612374833734819,0.0321407387428656,3ee8c0b6c18bffd775f57dbb47434db635c980fd26177b0232c582ec640803b5,c96e307910b06257d668e45fe34cbe39cddba5268f1b5bac97099d9dd0b52e9b
full_transcript,2,2,max_youden_j,0.4712067436172229,113,29,20261826,20260626,0.4612374833734819,0.0321407387428656,3ee8c0b6c18bffd775f57dbb47434db635c980fd26177b0232c582ec640803b5,c96e307910b06257d668e45fe34cbe39cddba5268f1b5bac97099d9dd0b52e9b
full_transcript,2,2,sensitivity_at_spec80,0.4816622086920156,113,29,20261826,20260626,0.4612374833734819,0.0321407387428656,3ee8c0b6c18bffd775f57dbb47434db635c980fd26177b0232c582ec640803b5,c96e307910b06257d668e45fe34cbe39cddba5268f1b5bac97099d9dd0b52e9b
full_transcript,2,3,max_macro_f1,0.4805904067708433,114,28,20261827,20260626,0.4650491175613766,0.0515677981160487,45cd1ad823f3a94a89fdcf8a2a0aa9391ea612d88c3d6d06ec8836268a3733b5,d57c76d4e0a65c6a55a81a23eb533d200d3426913638fad14bcb7210184cddf5
full_transcript,2,3,max_youden_j,0.4551905736064405,114,28,20261827,20260626,0.4650491175613766,0.0515677981160487,45cd1ad823f3a94a89fdcf8a2a0aa9391ea612d88c3d6d06ec8836268a3733b5,d57c76d4e0a65c6a55a81a23eb533d200d3426913638fad14bcb7210184cddf5
full_transcript,2,3,sensitivity_at_spec80,0.4933437702391674,114,28,20261827,20260626,0.4650491175613766,0.0515677981160487,45cd1ad823f3a94a89fdcf8a2a0aa9391ea612d88c3d6d06ec8836268a3733b5,d57c76d4e0a65c6a55a81a23eb533d200d3426913638fad14bcb7210184cddf5
full_transcript,2,4,max_macro_f1,0.458013695750635,114,28,20261828,20260626,0.4620244984692481,0.0461356395760764,60d4a4f7258ba0d0e6381545dd3aa2b6cb37179f5a3a12407c9031b552accf64,4a9111312b2ff783e4670aec05b2de80f7b216f435aa24fe73bfe18843201db2
