repeat,condition,draw_id,seed,recipient_participant_id,donor_participant_id,donor_row_index,self_match,standardized_structural_distance
1,real,0,21260624,302,302,0,True,0.0
1,real,0,21260624,303,303,1,True,0.0
1,real,0,21260624,304,304,2,True,0.0
1,real,0,21260624,305,305,3,True,0.0
1,real,0,21260624,307,307,4,True,0.0
1,real,0,21260624,310,310,5,True,0.0
1,real,0,21260624,312,312,6,True,0.0
1,real,0,21260624,313,313,7,True,0.0
1,real,0,21260624,315,315,8,True,0.0
1,real,0,21260624,316,316,9,True,0.0
1,real,0,21260624,317,317,10,True,0.0
1,real,0,21260624,318,318,11,True,0.0
1,real,0,21260624,319,319,12,True,0.0
1,real,0,21260624,320,320,13,True,0.0
1,real,0,21260624,321,321,14,True,0.0
1,real,0,21260624,322,322,15,True,0.0
1,real,0,21260624,324,324,16,True,0.0
1,real,0,21260624,325,325,17,True,0.0
1,real,0,21260624,326,326,18,True,0.0
1,real,0,21260624,327,327,19,True,0.0
1,real,0,21260624,328,328,20,True,0.0
1,real,0,21260624,330,330,21,True,0.0
1,real,0,21260624,331,331,22,True,0.0
1,real,0,21260624,333,333,23,True,0.0
1,real,0,21260624,335,335,24,True,0.0
1,real,0,21260624,336,336,25,True,0.0
1,real,0,21260624,338,338,26,True,0.0
1,real,0,21260624,339,339,27,True,0.0
1,real,0,21260624,340,340,28,True,0.0
1,real,0,21260624,341,341,29,True,0.0
1,real,0,21260624,343,343,30,True,0.0
1,real,0,21260624,344,344,31,True,0.0
1,real,0,21260624,345,345,32,True,0.0
1,real,0,21260624,346,346,33,True,0.0
1,real,0,21260624,347,347,34,True,0.0
1,real,0,21260624,348,348,35,True,0.0
1,real,0,21260624,350,350,36,True,0.0
1,real,0,21260624,351,351,37,True,0.0
1,real,0,21260624,352,352,38,True,0.0
1,real,0,21260624,353,353,39,True,0.0
1,real,0,21260624,355,355,40,True,0.0
1,real,0,21260624,356,356,41,True,0.0
1,real,0,21260624,357,357,42,True,0.0
1,real,0,21260624,358,358,43,True,0.0
1,real,0,21260624,360,360,44,True,0.0
1,real,0,21260624,362,362,45,True,0.0
1,real,0,21260624,363,363,46,True,0.0
1,real,0,21260624,364,364,47,True,0.0
1,real,0,21260624,366,366,48,True,0.0
1,real,0,21260624,367,367,49,True,0.0
1,real,0,21260624,368,368,50,True,0.0
1,real,0,21260624,369,369,51,True,0.0
1,real,0,21260624,370,370,52,True,0.0
1,real,0,21260624,371,371,53,True,0.0
1,real,0,21260624,372,372,54,True,0.0
1,real,0,21260624,374,374,55,True,0.0
1,real,0,21260624,375,375,56,True,0.0
1,real,0,21260624,376,376,57,True,0.0
1,real,0,21260624,377,377,58,True,0.0
1,real,0,21260624,379,379,59,True,0.0
1,real,0,21260624,380,380,60,True,0.0
1,real,0,21260624,381,381,61,True,0.0
1,real,0,21260624,382,382,62,True,0.0
1,real,0,21260624,383,383,63,True,0.0
1,real,0,21260624,385,385,64,True,0.0
1,real,0,21260624,386,386,65,True,0.0
1,real,0,21260624,388,388,66,True,0.0
1,real,0,21260624,389,389,67,True,0.0
1,real,0,21260624,390,390,68,True,0.0
1,real,0,21260624,391,391,69,True,0.0
1,real,0,21260624,392,392,70,True,0.0
1,real,0,21260624,393,393,71,True,0.0
1,real,0,21260624,395,395,72,True,0.0
1,real,0,21260624,397,397,73,True,0.0
1,real,0,21260624,400,400,74,True,0.0
1,real,0,21260624,401,401,75,True,0.0
1,real,0,21260624,402,402,76,True,0.0
1,real,0,21260624,403,403,77,True,0.0
1,real,0,21260624,404,404,78,True,0.0
1,real,0,21260624,406,406,79,True,0.0
1,real,0,21260624,409,409,80,True,0.0
1,real,0,21260624,412,412,81,True,0.0
1,real,0,21260624,413,413,82,True,0.0
1,real,0,21260624,414,414,83,True,0.0
1,real,0,21260624,415,415,84,True,0.0
1,real,0,21260624,416,416,85,True,0.0
1,real,0,21260624,417,417,86,True,0.0
1,real,0,21260624,418,418,87,True,0.0
1,real,0,21260624,419,419,88,True,0.0
1,real,0,21260624,420,420,89,True,0.0
1,real,0,21260624,422,422,90,True,0.0
1,real,0,21260624,423,423,91,True,0.0
1,real,0,21260624,425,425,92,True,0.0
1,real,0,21260624,426,426,93,True,0.0
1,real,0,21260624,427,427,94,True,0.0
1,real,0,21260624,428,428,95,True,0.0
1,real,0,21260624,429,429,96,True,0.0
1,real,0,21260624,430,430,97,True,0.0
1,real,0,21260624,433,433,98,True,0.0
1,real,0,21260624,434,434,99,True,0.0
1,real,0,21260624,436,436,100,True,0.0
1,real,0,21260624,437,437,101,True,0.0
1,real,0,21260624,439,439,102,True,0.0
1,real,0,21260624,440,440,103,True,0.0
1,real,0,21260624,441,441,104,True,0.0
1,real,0,21260624,443,443,105,True,0.0
1,real,0,21260624,444,444,106,True,0.0
1,real,0,21260624,445,445,107,True,0.0
1,real,0,21260624,446,446,108,True,0.0
1,real,0,21260624,447,447,109,True,0.0
1,real,0,21260624,448,448,110,True,0.0
1,real,0,21260624,449,449,111,True,0.0
1,real,0,21260624,451,451,112,True,0.0
1,real,0,21260624,454,454,113,True,0.0
1,real,0,21260624,455,455,114,True,0.0
1,real,0,21260624,456,456,115,True,0.0
1,real,0,21260624,457,457,116,True,0.0
1,real,0,21260624,458,458,117,True,0.0
1,real,0,21260624,459,459,118,True,0.0
1,real,0,21260624,463,463,119,True,0.0
1,real,0,21260624,464,464,120,True,0.0
1,real,0,21260624,468,468,121,True,0.0
1,real,0,21260624,471,471,122,True,0.0
1,real,0,21260624,472,472,123,True,0.0
1,real,0,21260624,473,473,124,True,0.0
1,real,0,21260624,474,474,125,True,0.0
1,real,0,21260624,475,475,126,True,0.0
1,real,0,21260624,476,476,127,True,0.0
1,real,0,21260624,477,477,128,True,0.0
1,real,0,21260624,478,478,129,True,0.0
1,real,0,21260624,479,479,130,True,0.0
1,real,0,21260624,482,482,131,True,0.0
1,real,0,21260624,483,483,132,True,0.0
1,real,0,21260624,484,484,133,True,0.0
1,real,0,21260624,485,485,134,True,0.0
1,real,0,21260624,486,486,135,True,0.0
1,real,0,21260624,487,487,136,True,0.0
1,real,0,21260624,488,488,137,True,0.0
1,real,0,21260624,489,489,138,True,0.0
1,real,0,21260624,490,490,139,True,0.0
1,real,0,21260624,491,491,140,True,0.0
1,real,0,21260624,492,492,141,True,0.0
1,random,1,30360625,302,474,125,False,13.771498124810927
1,random,1,30360625,303,366,48,False,8.491382139173007
1,random,1,30360625,304,318,11,False,4.814748535495169
1,random,1,30360625,305,333,23,False,2.2569423665645356
1,random,1,30360625,307,491,140,False,19.3507668177181
1,random,1,30360625,310,316,9,False,7.597813878440832
1,random,1,30360625,312,473,124,False,15.118160305560322
1,random,1,30360625,313,303,1,False,5.316009185322252
