participant_id,label,repeat,outer_fold,representation,participant_logit,interviewer_logit,participant_probability,interviewer_probability,source_model_C,participant_source_model_C,interviewer_source_model_C,source_score_scope
319,1,1,1,tfidf,-0.1687619419191082,0.7021057344536314,0.4579093643222976,0.6686544751448619,participant=1;interviewer=1,1.0,1.0,outer_test
331,0,1,1,tfidf,-0.09402402234077048,0.5432219623774535,0.476511296222338,0.6325616094758999,participant=1;interviewer=1,1.0,1.0,outer_test
345,1,1,1,tfidf,-0.050187088254586565,0.8086939082985112,0.48745586078193315,0.6918311142652614,participant=1;interviewer=1,1.0,1.0,outer_test
346,1,1,1,tfidf,0.0006082386695934194,0.5869899020795952,0.5001520596627105,0.6426741918028709,participant=1;interviewer=1,1.0,1.0,outer_test
357,0,1,1,tfidf,-0.19728641053669477,0.17424893858987572,0.45083775147894484,0.5434523460584613,participant=1;interviewer=1,1.0,1.0,outer_test
358,0,1,1,tfidf,-0.12049639849331953,0.7132434506354575,0.46991229614245883,0.6711174473228316,participant=1;interviewer=1,1.0,1.0,outer_test
362,1,1,1,tfidf,-0.0920978324311769,0.8394931311097791,0.4769918025750929,0.698358452818202,participant=1;interviewer=1,1.0,1.0,outer_test
363,0,1,1,tfidf,-0.12168966325409743,-0.34792521554752687,0.46961507088538923,0.41388564116220156,participant=1;interviewer=1,1.0,1.0,outer_test
364,0,1,1,tfidf,-0.1672733111874225,0.21956490972088683,0.45827890780123853,0.5546717655812194,participant=1;interviewer=1,1.0,1.0,outer_test
369,0,1,1,tfidf,-0.18377413752394642,-0.47973288928452734,0.4541853344035682,0.38231520152002296,participant=1;interviewer=1,1.0,1.0,outer_test
372,1,1,1,tfidf,-0.10695240309295855,0.43307543112848684,0.4732873577913249,0.6066078133662317,participant=1;interviewer=1,1.0,1.0,outer_test
391,0,1,1,tfidf,-0.2160935772266718,-0.3189371511008544,0.4461858536238279,0.4209347940883289,participant=1;interviewer=1,1.0,1.0,outer_test
400,0,1,1,tfidf,-0.13175068262211134,-0.08969133717340501,0.46710989179199436,0.47759218539885956,participant=1;interviewer=1,1.0,1.0,outer_test
402,1,1,1,tfidf,-0.04422641465731267,0.16649611207276982,0.48894519818729176,0.5415281390044655,participant=1;interviewer=1,1.0,1.0,outer_test
403,0,1,1,tfidf,-0.18593408130646277,-0.7732268012224185,0.453649935334173,0.3157814980787842,participant=1;interviewer=1,1.0,1.0,outer_test
404,0,1,1,tfidf,-0.17794449874355875,-0.14877459581218846,0.45563088977186667,0.4628748028552011,participant=1;interviewer=1,1.0,1.0,outer_test
413,1,1,1,tfidf,-0.039129459064086713,0.22845672511165488,0.4902188832029995,0.5568670601099732,participant=1;interviewer=1,1.0,1.0,outer_test
416,0,1,1,tfidf,-0.18750836046434854,-0.6674219809309218,0.4532597761631655,0.33907434252350294,participant=1;interviewer=1,1.0,1.0,outer_test
420,0,1,1,tfidf,-0.21886718673974215,-0.6247994165942848,0.44550058623621114,0.348690687544312,participant=1;interviewer=1,1.0,1.0,outer_test
423,0,1,1,tfidf,-0.1420853628612145,-0.010122991979763837,0.4645382983632872,0.49746927361636395,participant=1;interviewer=1,1.0,1.0,outer_test
426,1,1,1,tfidf,-0.12532224776338363,0.1627744726375322,0.46871037937052434,0.5406040056734414,participant=1;interviewer=1,1.0,1.0,outer_test
433,1,1,1,tfidf,-0.17901169318100796,-0.8044783117208003,0.4553662046187087,0.30906838047070706,participant=1;interviewer=1,1.0,1.0,outer_test
451,0,1,1,tfidf,-0.08454833494923422,-0.07683748977276054,0.47887549866600776,0.48080007299124194,participant=1;interviewer=1,1.0,1.0,outer_test
