participant_id,label,repeat,outer_fold,representation,participant_logit,interviewer_logit,participant_probability,interviewer_probability,source_model_C,participant_source_model_C,interviewer_source_model_C,source_score_scope
319,1,1,1,bge,-0.059418769266023005,1.4005660629107257,0.48514967662685937,0.8022736988286442,participant=1;interviewer=10,1.0,10.0,outer_test
331,0,1,1,bge,0.1846194096342766,0.6076365515158224,0.5460242012848057,0.6474014792063171,participant=1;interviewer=10,1.0,10.0,outer_test
345,1,1,1,bge,0.24205800172457004,0.8308147755425701,0.5602207489437527,0.6965271822604722,participant=1;interviewer=10,1.0,10.0,outer_test
346,1,1,1,bge,0.27605648914176506,0.11455757524782006,0.5685791557427062,0.5286081142516522,participant=1;interviewer=10,1.0,10.0,outer_test
357,0,1,1,bge,-0.34299165219778416,0.24078360138743893,0.4150829525087186,0.5599067464657583,participant=1;interviewer=10,1.0,10.0,outer_test
358,0,1,1,bge,-0.02329105703942843,0.5356776402763026,0.4941774989503948,0.6308063550739235,participant=1;interviewer=10,1.0,10.0,outer_test
362,1,1,1,bge,-0.05910164483372169,0.7730664289412641,0.4852288881711913,0.6841838502942049,participant=1;interviewer=10,1.0,10.0,outer_test
363,0,1,1,bge,0.06640692139236315,-0.6560505748653506,0.5165956320685533,0.34162735234482716,participant=1;interviewer=10,1.0,10.0,outer_test
364,0,1,1,bge,-0.044354397834959036,0.12710621713550152,0.48891321807882065,0.5317338414803918,participant=1;interviewer=10,1.0,10.0,outer_test
369,0,1,1,bge,-0.060391472258541815,-0.37158086616135466,0.4849067189196366,0.40815908387055994,participant=1;interviewer=10,1.0,10.0,outer_test
372,1,1,1,bge,0.0606290920064414,0.38010605625103966,0.5151526316727267,0.593898682157621,participant=1;interviewer=10,1.0,10.0,outer_test
391,0,1,1,bge,-0.14160940973042563,-0.7089320839829633,0.46465669011555105,0.32983485351883385,participant=1;interviewer=10,1.0,10.0,outer_test
400,0,1,1,bge,0.11468870487882105,-0.5954219519858115,0.5286407892171162,0.3553917760652559,participant=1;interviewer=10,1.0,10.0,outer_test
402,1,1,1,bge,0.07371255611392505,-0.1168617411092987,0.5184197993891912,0.4708177681666812,participant=1;interviewer=10,1.0,10.0,outer_test
403,0,1,1,bge,-0.21066146063238342,-1.0196585089102672,0.447528540766247,0.2650939241953173,participant=1;interviewer=10,1.0,10.0,outer_test
404,0,1,1,bge,-0.11781001498808039,0.07054654221652812,0.4705815138050496,0.5176293246704642,participant=1;interviewer=10,1.0,10.0,outer_test
413,1,1,1,bge,0.0498015685769117,-0.3075295925577278,0.5124478194976518,0.4237178515490839,participant=1;interviewer=10,1.0,10.0,outer_test
416,0,1,1,bge,-0.108589890425071,-1.032386733577643,0.4728791723582576,0.2626216477972005,participant=1;interviewer=10,1.0,10.0,outer_test
420,0,1,1,bge,-0.013662107964006659,-0.7299690908194426,0.49658452613459186,0.32520151026124966,participant=1;interviewer=10,1.0,10.0,outer_test
423,0,1,1,bge,-0.11232961233587095,0.28454269645492425,0.47194708821530207,0.5706595728442935,participant=1;interviewer=10,1.0,10.0,outer_test
426,1,1,1,bge,0.18498597451605142,-0.2377243372025697,0.5461150645036237,0.44084722803054077,participant=1;interviewer=10,1.0,10.0,outer_test
433,1,1,1,bge,-0.1075533325325467,-0.791706660138684,0.47313755664297386,0.3118023339140905,participant=1;interviewer=10,1.0,10.0,outer_test
451,0,1,1,bge,0.04984800352263476,-0.9541562355295141,0.512459421032363,0.27804973808774386,participant=1;interviewer=10,1.0,10.0,outer_test
454,0,1,1,bge,-0.19387895426661933,-0.6159449193703961,0.45168152050477367,0.35070427707924506,participant=1;interviewer=10,1.0,10.0,outer_test
473,0,1,1,bge,-0.2440054738020674,-0.599104536674773,0.43929950203528206,0.35454858838161124,participant=1;interviewer=10,1.0,10.0,outer_test
476,0,1,1,bge,-0.2234289790491935,-1.1580468338790058,0.44437396957850306,0.23902236675154312,participant=1;interviewer=10,1.0,10.0,outer_test
484,0,1,1,bge,0.08923220278848196,-0.49808756846876595,0.5222932603644026,0.37799020244887876,participant=1;interviewer=10,1.0,10.0,outer_test
487,0,1,1,bge,0.032477285876337914,-0.6148782631654715,0.5081186078735211,0.35094720486579173,participant=1;interviewer=10,1.0,10.0,outer_test
490,0,1,1,bge,-0.20086488769425487,-0.24618765900147588,0.44995193788936977,0.4387620675085956,participant=1;interviewer=10,1.0,10.0,outer_test
303,0,1,2,bge,-0.28398347931740786,0.7935975826600599,0.4294774448051614,0.6886032788736368,participant=10;interviewer=10,10.0,10.0,outer_test
304,0,1,2,bge,-1.050762896907528,-0.5812431021812425,0.2590786305833623,0.3586466060575593,participant=10;interviewer=10,10.0,10.0,outer_test
310,0,1,2,bge,-0.31671528672446037,0.1663518850980643,0.42147646556033563,0.5414923307782475,participant=10;interviewer=10,10.0,10.0,outer_test
312,0,1,2,bge,0.2263116351577652,0.03365948943995223,0.5563376601716855,0.5084140779729778,participant=10;interviewer=10,10.0,10.0,outer_test
316,0,1,2,bge,-0.38422379437071036,-0.06468868230427183,0.4051085745022131,0.48383346660493587,participant=10;interviewer=10,10.0,10.0,outer_test
324,0,1,2,bge,-0.4962356571130719,0.7943392956977684,0.3784257102909312,0.6887623012597749,participant=10;interviewer=10,10.0,10.0,outer_test
328,0,1,2,bge,-0.7086929263996686,-0.2856740911085591,0.32988771997654276,0.42906324947972596,participant=10;interviewer=10,10.0,10.0,outer_test
339,1,1,2,bge,-0.2835226255357296,0.8840097877751916,0.4295903698943259,0.707652457997668,participant=10;interviewer=10,10.0,10.0,outer_test
353,1,1,2,bge,0.7917944321013932,0.3608382908889878,0.6882165000263601,0.5892433454864565,participant=10;interviewer=10,10.0,10.0,outer_test
355,1,1,2,bge,0.6775938242748594,0.6473928705373204,0.6632014525062246,0.6564227117464613,participant=10;interviewer=10,10.0,10.0,outer_test
366,0,1,2,bge,-1.085311375740244,-0.5962090951176521,0.25250220468610196,0.35521147118908636,participant=10;interviewer=10,10.0,10.0,outer_test
375,0,1,2,bge,-1.2614028550090832,-0.6616915509058465,0.22073249307384832,0.3403597305310844,participant=10;interviewer=10,10.0,10.0,outer_test
376,1,1,2,bge,0.6998663395151354,-0.0052602348748973515,0.6681581372518705,0.4986849443135813,participant=10;interviewer=10,10.0,10.0,outer_test
379,0,1,2,bge,-0.7655544623919532,-0.8775629583460895,0.31744154894453064,0.29368304823549596,participant=10;interviewer=10,10.0,10.0,outer_test
381,1,1,2,bge,-0.03196086174306664,-0.17583909827283217,0.4920104646596425,0.4561531437537117,participant=10;interviewer=10,10.0,10.0,outer_test
382,0,1,2,bge,-1.4830465634537329,-0.9061483681356094,0.18496769482358702,0.2877886464231863,participant=10;interviewer=10,10.0,10.0,outer_test
386,1,1,2,bge,-1.3910093976322382,-0.9077401750391879,0.199246661159724,0.28746248983032624,participant=10;interviewer=10,10.0,10.0,outer_test
390,0,1,2,bge,-0.5493626667980513,0.1020518022112713,0.3660122878003477,0.525490831387195,participant=10;interviewer=10,10.0,10.0,outer_test
392,0,1,2,bge,-0.851466543702678,-0.8708047248432209,0.2991253070340401,0.2950868830946296,participant=10;interviewer=10,10.0,10.0,outer_test
401,0,1,2,bge,-0.45609535656959527,-0.7521298402468661,0.38791252157162653,0.3203573965087619,participant=10;interviewer=10,10.0,10.0,outer_test
412,1,1,2,bge,-1.6565438011040199,-0.9401597581235358,0.1602264962775156,0.28086807331670377,participant=10;interviewer=10,10.0,10.0,outer_test
422,1,1,2,bge,-0.342516584703794,-1.1389957597679394,0.41519829836670574,0.24250478842085008,participant=10;interviewer=10,10.0,10.0,outer_test
427,0,1,2,bge,-0.27055160316270455,-0.8696267674847681,0.43277168227716006,0.29533196985907706,participant=10;interviewer=10,10.0,10.0,outer_test
440,1,1,2,bge,0.05313965273693699,0.49412377930521556,0.5132817878801513,0.6210774070714271,participant=10;interviewer=10,10.0,10.0,outer_test
443,0,1,2,bge,-0.9932826599481144,-0.34621405626404567,0.27026417866030666,0.4143008026435867,participant=10;interviewer=10,10.0,10.0,outer_test
457,0,1,2,bge,-0.5697851522035693,-0.7959568046033221,0.36128640133677287,0.31089106122004156,participant=10;interviewer=10,10.0,10.0,outer_test
479,0,1,2,bge,-1.7339712720794374,-0.9161136520667403,0.15008031507258293,0.2857504258217591,participant=10;interviewer=10,10.0,10.0,outer_test
482,0,1,2,bge,-0.31814361697452037,-1.221181224653716,0.4211282291207888,0.2277286437819748,participant=10;interviewer=10,10.0,10.0,outer_test
486,0,1,2,bge,-1.1217308800402368,-0.9981545052886325,0.24569036424036095,0.26930442233988106,participant=10;interviewer=10,10.0,10.0,outer_test
305,0,1,3,bge,0.681182247448803,0.40148738269882345,0.6640025116858208,0.5990449672751986,participant=10;interviewer=10,10.0,10.0,outer_test
307,0,1,3,bge,-0.10458184560541361,-0.8866218117344782,0.47387834276244656,0.29180745853741996,participant=10;interviewer=10,10.0,10.0,outer_test
313,0,1,3,bge,0.5590469234573523,0.8689317884690628,0.6362319880938695,0.7045233767950982,participant=10;interviewer=10,10.0,10.0,outer_test
315,0,1,3,bge,-0.5716114194780727,-0.04909789525670183,0.36086508142061746,0.4877279913321865,participant=10;interviewer=10,10.0,10.0,outer_test
317,0,1,3,bge,0.5806912119193461,0.06858438656312704,0.6412264386752096,0.5171393787907698,participant=10;interviewer=10,10.0,10.0,outer_test
320,1,1,3,bge,1.5026641159061964,1.254591473333595,0.8179714835040386,0.7780936551232491,participant=10;interviewer=10,10.0,10.0,outer_test
